Fecha,Hora,Departamento,Temperatura_C,Humedad_%,Lluvia_mm,Recomendacion_Siembra
2025-03-23,6,San Salvador,28.2,81.0,1.6,Buena para Maíz/Frijol
2025-03-23,12,Santa Ana,24.2,75.0,2.25,Buena para Maíz/Frijol
2025-03-23,18,La Libertad,31.1,77.0,0.4,No óptima - Baja humedad o extremo temp
2025-03-24,0,San Miguel,21.3,74.0,1.55,Buena para Maíz/Frijol
2025-03-24,6,San Miguel,20.6,100.0,4.3,No óptima - Baja humedad o extremo temp
2025-03-24,12,Usulután,22.7,76.0,1.45,Buena para Maíz/Frijol
2025-03-24,18,Santa Ana,24.0,71.0,0.75,Buena para Maíz/Frijol
2025-03-25,0,Sonsonate,26.9,61.0,1.35,Buena para Maíz/Frijol
2025-03-25,6,La Libertad,31.0,100.0,2.2,No óptima - Baja humedad o extremo temp
2025-03-25,12,Sonsonate,21.9,75.0,0.2,Buena para Maíz/Frijol
2025-03-25,18,Usulután,25.2,76.0,1.2,Buena para Maíz/Frijol
2025-03-26,0,La Libertad,25.6,74.0,5.4,Buena para Maíz/Frijol
2025-03-26,6,San Salvador,32.6,65.0,0.4,No óptima - Baja humedad o extremo temp
2025-03-26,12,Santa Ana,31.4,63.0,2.05,No óptima - Baja humedad o extremo temp
2025-03-26,18,La Libertad,23.2,84.0,0.5,Buena para Maíz/Frijol
2025-03-27,0,Usulután,18.7,69.0,1.95,No óptima - Baja humedad o extremo temp
2025-03-27,6,San Salvador,29.3,78.0,1.05,Buena para Maíz/Frijol
2025-03-27,12,Santa Ana,28.3,79.0,0.3,Buena para Maíz/Frijol
2025-03-27,18,Usulután,25.7,70.0,0.2,Buena para Maíz/Frijol
2025-03-28,0,La Libertad,27.0,78.0,3.3,Buena para Maíz/Frijol
2025-03-28,6,Sonsonate,26.8,72.0,1.0,Buena para Maíz/Frijol
2025-03-28,12,Chalatenango,21.0,69.0,2.4,Buena para Maíz/Frijol
2025-03-28,18,La Libertad,28.9,90.0,4.4,Buena para Maíz/Frijol
2025-03-29,0,Usulután,29.8,85.0,0.25,Buena para Maíz/Frijol
2025-03-29,6,San Salvador,26.0,87.0,0.45,Buena para Maíz/Frijol
2025-03-29,12,Chalatenango,20.5,92.0,0.15,No óptima - Baja humedad o extremo temp
2025-03-29,18,San Salvador,24.9,75.0,0.2,Buena para Maíz/Frijol
2025-03-30,0,Sonsonate,23.4,74.0,1.8,Buena para Maíz/Frijol
2025-03-30,6,La Libertad,23.3,68.0,1.55,Buena para Maíz/Frijol
2025-03-30,12,La Libertad,27.6,82.0,0.05,Buena para Maíz/Frijol
2025-03-30,18,Santa Ana,29.1,71.0,2.9,Buena para Maíz/Frijol
2025-03-31,0,Usulután,25.0,78.0,0.35,Buena para Maíz/Frijol
2025-03-31,6,San Salvador,32.5,87.0,0.15,No óptima - Baja humedad o extremo temp
2025-03-31,12,Sonsonate,25.1,85.0,0.25,Buena para Maíz/Frijol
2025-03-31,18,San Salvador,23.3,75.0,0.0,Buena para Maíz/Frijol
2025-04-01,0,Santa Ana,26.7,66.0,0.7,Buena para Maíz/Frijol
2025-04-01,6,San Salvador,28.2,94.0,0.4,No óptima - Baja humedad o extremo temp
2025-04-01,12,Usulután,31.9,84.0,0.5,No óptima - Baja humedad o extremo temp
2025-04-01,18,San Salvador,32.4,75.0,8.55,No óptima - Baja humedad o extremo temp
2025-04-02,0,San Salvador,35.0,78.0,0.45,No óptima - Baja humedad o extremo temp
2025-04-02,6,Santa Ana,29.1,55.0,0.35,No óptima - Baja humedad o extremo temp
2025-04-02,12,San Salvador,31.9,78.0,6.0,No óptima - Baja humedad o extremo temp
2025-04-02,18,San Miguel,31.9,61.0,0.85,No óptima - Baja humedad o extremo temp
2025-04-03,0,La Libertad,27.1,92.0,3.6,No óptima - Baja humedad o extremo temp
2025-04-03,6,San Miguel,36.0,86.0,1.2,No óptima - Baja humedad o extremo temp
2025-04-03,12,San Miguel,30.7,83.0,0.45,No óptima - Baja humedad o extremo temp
2025-04-03,18,San Salvador,28.4,84.0,0.9,Buena para Maíz/Frijol
2025-04-04,0,Chalatenango,25.4,92.0,0.8,No óptima - Baja humedad o extremo temp
2025-04-04,6,San Salvador,19.7,67.0,1.25,No óptima - Baja humedad o extremo temp
2025-04-04,12,Chalatenango,34.0,74.0,7.95,No óptima - Baja humedad o extremo temp
2025-04-04,18,San Salvador,29.4,83.0,0.5,Buena para Maíz/Frijol
2025-04-05,0,Sonsonate,26.2,88.0,1.15,Buena para Maíz/Frijol
2025-04-05,6,Santa Ana,29.6,72.0,13.0,Buena para Maíz/Frijol
2025-04-05,12,San Salvador,30.0,78.0,2.35,Buena para Maíz/Frijol
2025-04-05,18,San Salvador,28.1,89.0,2.4,Buena para Maíz/Frijol
2025-04-06,0,San Salvador,33.6,72.0,0.5,No óptima - Baja humedad o extremo temp
2025-04-06,6,San Salvador,29.5,69.0,0.7,Buena para Maíz/Frijol
2025-04-06,12,San Salvador,29.0,75.0,0.15,Buena para Maíz/Frijol
2025-04-06,18,Sonsonate,24.2,67.0,1.25,Buena para Maíz/Frijol
2025-04-07,0,La Libertad,34.2,82.0,0.5,No óptima - Baja humedad o extremo temp
2025-04-07,6,San Salvador,21.8,96.0,0.95,No óptima - Baja humedad o extremo temp
2025-04-07,12,San Salvador,24.0,95.0,4.85,No óptima - Baja humedad o extremo temp
2025-04-07,18,Chalatenango,25.5,77.0,1.6,Buena para Maíz/Frijol
2025-04-08,0,Santa Ana,22.9,82.0,1.95,Buena para Maíz/Frijol
2025-04-08,6,Chalatenango,26.7,82.0,3.65,Buena para Maíz/Frijol
2025-04-08,12,San Salvador,23.7,66.0,1.65,Buena para Maíz/Frijol
2025-04-08,18,San Salvador,26.4,81.0,1.75,Buena para Maíz/Frijol
2025-04-09,0,San Salvador,28.0,64.0,0.15,Buena para Maíz/Frijol
2025-04-09,6,Usulután,27.0,93.0,0.1,No óptima - Baja humedad o extremo temp
2025-04-09,12,Santa Ana,27.6,77.0,1.35,Buena para Maíz/Frijol
2025-04-09,18,Chalatenango,30.0,100.0,1.45,No óptima - Baja humedad o extremo temp
2025-04-10,0,La Libertad,30.2,57.0,0.15,No óptima - Baja humedad o extremo temp
2025-04-10,6,Sonsonate,25.5,76.0,1.35,Buena para Maíz/Frijol
2025-04-10,12,Santa Ana,31.9,86.0,0.85,No óptima - Baja humedad o extremo temp
2025-04-10,18,Usulután,26.0,75.0,2.9,Buena para Maíz/Frijol
2025-04-11,0,San Salvador,26.9,81.0,4.25,Buena para Maíz/Frijol
2025-04-11,6,San Salvador,29.9,89.0,3.2,Buena para Maíz/Frijol
2025-04-11,12,San Salvador,31.9,74.0,0.3,No óptima - Baja humedad o extremo temp
2025-04-11,18,Santa Ana,29.7,71.0,0.5,Buena para Maíz/Frijol
2025-04-12,0,La Libertad,23.5,76.0,0.75,Buena para Maíz/Frijol
2025-04-12,6,San Salvador,21.3,83.0,1.7,Buena para Maíz/Frijol
2025-04-12,12,San Salvador,24.9,70.0,1.8,Buena para Maíz/Frijol
2025-04-12,18,San Salvador,31.1,85.0,0.4,No óptima - Baja humedad o extremo temp
2025-04-13,0,Usulután,25.4,79.0,4.7,Buena para Maíz/Frijol
2025-04-13,6,San Salvador,33.8,91.0,1.35,No óptima - Baja humedad o extremo temp
2025-04-13,12,San Salvador,23.4,67.0,1.9,Buena para Maíz/Frijol
2025-04-13,18,San Miguel,30.6,69.0,2.4,No óptima - Baja humedad o extremo temp
2025-04-14,0,Santa Ana,31.5,71.0,3.6,No óptima - Baja humedad o extremo temp
2025-04-14,6,Chalatenango,35.1,87.0,1.6,No óptima - Baja humedad o extremo temp
2025-04-14,12,San Salvador,31.0,77.0,1.2,No óptima - Baja humedad o extremo temp
2025-04-14,18,Chalatenango,28.0,75.0,1.3,Buena para Maíz/Frijol
2025-04-15,0,San Salvador,29.5,72.0,1.35,Buena para Maíz/Frijol
2025-04-15,6,Chalatenango,20.8,75.0,4.65,Buena para Maíz/Frijol
2025-04-15,12,San Salvador,23.0,74.0,0.2,Buena para Maíz/Frijol
2025-04-15,18,San Miguel,23.9,88.0,2.55,Buena para Maíz/Frijol
2025-04-16,0,Sonsonate,27.4,85.0,1.4,Buena para Maíz/Frijol
2025-04-16,6,La Libertad,26.3,74.0,0.2,Buena para Maíz/Frijol
2025-04-16,12,San Salvador,26.3,100.0,0.4,No óptima - Baja humedad o extremo temp
2025-04-16,18,Sonsonate,29.9,70.0,3.55,Buena para Maíz/Frijol
2025-04-17,0,San Salvador,31.3,66.0,0.65,No óptima - Baja humedad o extremo temp
2025-04-17,6,Sonsonate,27.0,85.0,5.8,Buena para Maíz/Frijol
2025-04-17,12,Sonsonate,24.6,78.0,2.65,Buena para Maíz/Frijol
2025-04-17,18,La Libertad,26.4,92.0,0.35,No óptima - Baja humedad o extremo temp
2025-04-18,0,Sonsonate,28.3,71.0,4.3,Buena para Maíz/Frijol
2025-04-18,6,Usulután,23.9,70.0,1.85,Buena para Maíz/Frijol
2025-04-18,12,Chalatenango,24.1,76.0,2.6,Buena para Maíz/Frijol
2025-04-18,18,La Libertad,21.8,81.0,2.0,Buena para Maíz/Frijol
2025-04-19,0,La Libertad,18.0,90.0,1.55,No óptima - Baja humedad o extremo temp
2025-04-19,6,Chalatenango,25.7,85.0,0.1,Buena para Maíz/Frijol
2025-04-19,12,La Libertad,25.8,89.0,0.7,Buena para Maíz/Frijol
2025-04-19,18,La Libertad,23.7,63.0,1.55,Buena para Maíz/Frijol
2025-04-20,0,Santa Ana,25.5,90.0,3.35,Buena para Maíz/Frijol
2025-04-20,6,San Salvador,26.7,59.0,0.2,No óptima - Baja humedad o extremo temp
2025-04-20,12,Santa Ana,28.0,73.0,0.85,Buena para Maíz/Frijol
2025-04-20,18,Chalatenango,28.8,77.0,1.2,Buena para Maíz/Frijol
2025-04-21,0,San Salvador,26.5,84.0,0.35,Buena para Maíz/Frijol
2025-04-21,6,La Libertad,27.1,82.0,3.75,Buena para Maíz/Frijol
2025-04-21,12,San Salvador,20.7,74.0,2.2,Buena para Maíz/Frijol
2025-04-21,18,San Salvador,18.0,80.0,1.9,No óptima - Baja humedad o extremo temp
2025-04-22,0,Sonsonate,20.5,100.0,4.3,No óptima - Baja humedad o extremo temp
2025-04-22,6,La Libertad,30.8,73.0,0.85,No óptima - Baja humedad o extremo temp
2025-04-22,12,San Miguel,29.3,65.0,3.25,Buena para Maíz/Frijol
2025-04-22,18,San Salvador,27.9,74.0,1.25,Buena para Maíz/Frijol
2025-04-23,0,Santa Ana,22.8,68.0,1.35,Buena para Maíz/Frijol
2025-04-23,6,La Libertad,28.4,85.0,2.0,Buena para Maíz/Frijol
2025-04-23,12,Sonsonate,25.3,91.0,1.2,No óptima - Baja humedad o extremo temp
2025-04-23,18,Usulután,22.6,71.0,3.75,Buena para Maíz/Frijol
2025-04-24,0,Chalatenango,28.6,73.0,2.75,Buena para Maíz/Frijol
2025-04-24,6,Santa Ana,26.0,87.0,1.7,Buena para Maíz/Frijol
2025-04-24,12,Santa Ana,24.5,78.0,0.8,Buena para Maíz/Frijol
2025-04-24,18,San Salvador,25.6,70.0,2.25,Buena para Maíz/Frijol
2025-04-25,0,Santa Ana,27.7,77.0,0.0,Buena para Maíz/Frijol
2025-04-25,6,San Miguel,26.2,85.0,0.8,Buena para Maíz/Frijol
2025-04-25,12,San Salvador,23.2,79.0,1.05,Buena para Maíz/Frijol
2025-04-25,18,La Libertad,26.3,77.0,2.85,Buena para Maíz/Frijol
2025-04-26,0,Santa Ana,29.4,83.0,3.1,Buena para Maíz/Frijol
2025-04-26,6,San Miguel,31.2,86.0,0.3,No óptima - Baja humedad o extremo temp
2025-04-26,12,Sonsonate,26.5,85.0,1.2,Buena para Maíz/Frijol
2025-04-26,18,Sonsonate,24.6,83.0,6.05,Buena para Maíz/Frijol
2025-04-27,0,Chalatenango,23.3,86.0,1.0,Buena para Maíz/Frijol
2025-04-27,6,Chalatenango,27.4,84.0,0.1,Buena para Maíz/Frijol
2025-04-27,12,La Libertad,25.4,79.0,7.4,Buena para Maíz/Frijol
2025-04-27,18,La Libertad,23.7,81.0,3.4,Buena para Maíz/Frijol
2025-04-28,0,Santa Ana,18.0,86.0,0.95,No óptima - Baja humedad o extremo temp
2025-04-28,6,San Miguel,18.7,78.0,0.75,No óptima - Baja humedad o extremo temp
2025-04-28,12,La Libertad,22.3,93.0,0.6,No óptima - Baja humedad o extremo temp
2025-04-28,18,San Salvador,28.1,78.0,1.2,Buena para Maíz/Frijol
2025-04-29,0,Santa Ana,23.2,71.0,2.25,Buena para Maíz/Frijol
2025-04-29,6,Sonsonate,30.0,76.0,2.35,Buena para Maíz/Frijol
2025-04-29,12,San Salvador,21.8,77.0,3.35,Buena para Maíz/Frijol
2025-04-29,18,La Libertad,34.4,71.0,1.05,No óptima - Baja humedad o extremo temp
2025-04-30,0,San Salvador,34.4,73.0,1.05,No óptima - Baja humedad o extremo temp
2025-04-30,6,La Libertad,24.4,83.0,2.4,Buena para Maíz/Frijol
2025-04-30,12,Santa Ana,22.7,87.0,1.7,Buena para Maíz/Frijol
2025-04-30,18,Chalatenango,26.3,72.0,0.1,Buena para Maíz/Frijol
2025-05-01,0,Chalatenango,27.2,94.0,4.14,No óptima - Baja humedad o extremo temp
2025-05-01,6,Usulután,23.9,87.0,20.7,No óptima - Baja humedad o extremo temp
2025-05-01,12,Sonsonate,26.8,59.0,3.24,No óptima - Baja humedad o extremo temp
2025-05-01,18,Santa Ana,26.6,80.0,4.5,Buena para Maíz/Frijol
2025-05-02,0,La Libertad,30.3,65.0,0.9,No óptima - Baja humedad o extremo temp
2025-05-02,6,La Libertad,26.3,53.0,5.9399999999999995,No óptima - Baja humedad o extremo temp
2025-05-02,12,San Salvador,27.8,75.0,5.760000000000001,Buena para Maíz/Frijol
2025-05-02,18,Chalatenango,26.1,59.0,3.9600000000000004,No óptima - Baja humedad o extremo temp
2025-05-03,0,San Miguel,28.0,65.0,3.7800000000000002,Buena para Maíz/Frijol
2025-05-03,6,Chalatenango,22.0,87.0,0.36000000000000004,Buena para Maíz/Frijol
2025-05-03,12,Santa Ana,25.7,69.0,5.760000000000001,Buena para Maíz/Frijol
2025-05-03,18,San Miguel,31.0,94.0,5.22,No óptima - Baja humedad o extremo temp
2025-05-04,0,San Salvador,33.9,72.0,3.42,No óptima - Baja humedad o extremo temp
2025-05-04,6,San Salvador,28.8,77.0,4.86,Buena para Maíz/Frijol
2025-05-04,12,Santa Ana,25.7,91.0,3.6,No óptima - Baja humedad o extremo temp
2025-05-04,18,San Salvador,19.8,77.0,1.62,No óptima - Baja humedad o extremo temp
2025-05-05,0,San Salvador,29.3,86.0,3.24,Buena para Maíz/Frijol
2025-05-05,6,La Libertad,30.0,86.0,4.14,Buena para Maíz/Frijol
2025-05-05,12,Santa Ana,26.9,75.0,5.22,Buena para Maíz/Frijol
2025-05-05,18,Sonsonate,25.4,73.0,0.9,Buena para Maíz/Frijol
2025-05-06,0,Chalatenango,27.3,100.0,4.5,No óptima - Baja humedad o extremo temp
2025-05-06,6,Chalatenango,20.9,81.0,10.8,Buena para Maíz/Frijol
2025-05-06,12,Sonsonate,29.8,73.0,11.879999999999999,Buena para Maíz/Frijol
2025-05-06,18,Usulután,34.6,62.0,3.42,No óptima - Baja humedad o extremo temp
2025-05-07,0,Santa Ana,28.0,64.0,17.28,Buena para Maíz/Frijol
2025-05-07,6,Usulután,25.6,78.0,0.0,Buena para Maíz/Frijol
2025-05-07,12,Chalatenango,34.2,68.0,8.1,No óptima - Baja humedad o extremo temp
2025-05-07,18,San Salvador,27.7,80.0,4.680000000000001,Buena para Maíz/Frijol
2025-05-08,0,San Miguel,28.9,64.0,6.84,Buena para Maíz/Frijol
2025-05-08,6,Chalatenango,27.2,89.0,19.44,Buena para Maíz/Frijol
2025-05-08,12,San Salvador,33.1,74.0,1.26,No óptima - Baja humedad o extremo temp
2025-05-08,18,San Salvador,34.2,83.0,1.62,No óptima - Baja humedad o extremo temp
2025-05-09,0,San Salvador,29.0,73.0,21.96,No óptima - Baja humedad o extremo temp
2025-05-09,6,Sonsonate,23.6,68.0,4.680000000000001,Buena para Maíz/Frijol
2025-05-09,12,Sonsonate,29.7,85.0,1.8,Buena para Maíz/Frijol
2025-05-09,18,Santa Ana,30.8,88.0,1.08,No óptima - Baja humedad o extremo temp
2025-05-10,0,Usulután,31.8,69.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-05-10,6,Santa Ana,27.6,76.0,4.14,Buena para Maíz/Frijol
2025-05-10,12,La Libertad,24.6,94.0,5.9399999999999995,No óptima - Baja humedad o extremo temp
2025-05-10,18,San Salvador,29.4,64.0,8.64,Buena para Maíz/Frijol
2025-05-11,0,San Salvador,23.6,85.0,7.2,Buena para Maíz/Frijol
2025-05-11,6,Usulután,27.3,85.0,5.04,Buena para Maíz/Frijol
2025-05-11,12,La Libertad,29.2,85.0,0.18000000000000002,Buena para Maíz/Frijol
2025-05-11,18,La Libertad,27.9,82.0,11.520000000000001,Buena para Maíz/Frijol
2025-05-12,0,Sonsonate,26.9,71.0,8.1,Buena para Maíz/Frijol
2025-05-12,6,Santa Ana,22.8,68.0,4.32,Buena para Maíz/Frijol
2025-05-12,12,Usulután,30.3,100.0,5.760000000000001,No óptima - Baja humedad o extremo temp
2025-05-12,18,San Salvador,23.5,77.0,1.08,Buena para Maíz/Frijol
2025-05-13,0,Sonsonate,21.5,59.0,12.78,No óptima - Baja humedad o extremo temp
2025-05-13,6,San Miguel,29.4,92.0,2.3400000000000003,No óptima - Baja humedad o extremo temp
2025-05-13,12,San Salvador,25.4,77.0,6.48,Buena para Maíz/Frijol
2025-05-13,18,Santa Ana,20.8,81.0,5.4,Buena para Maíz/Frijol
2025-05-14,0,San Salvador,26.3,84.0,14.940000000000001,Buena para Maíz/Frijol
2025-05-14,6,Sonsonate,21.9,82.0,2.16,Buena para Maíz/Frijol
2025-05-14,12,San Miguel,32.6,77.0,2.16,No óptima - Baja humedad o extremo temp
2025-05-14,18,San Salvador,25.1,86.0,10.8,Buena para Maíz/Frijol
2025-05-15,0,San Salvador,25.8,91.0,7.38,No óptima - Baja humedad o extremo temp
2025-05-15,6,La Libertad,25.3,69.0,3.9600000000000004,Buena para Maíz/Frijol
2025-05-15,12,San Salvador,20.5,79.0,8.28,Buena para Maíz/Frijol
2025-05-15,18,Usulután,28.2,85.0,8.46,Buena para Maíz/Frijol
2025-05-16,0,San Salvador,21.3,84.0,7.38,Buena para Maíz/Frijol
2025-05-16,6,San Salvador,28.2,84.0,23.040000000000003,No óptima - Baja humedad o extremo temp
2025-05-16,12,San Salvador,30.1,91.0,7.38,No óptima - Baja humedad o extremo temp
2025-05-16,18,San Salvador,27.2,81.0,4.32,Buena para Maíz/Frijol
2025-05-17,0,San Salvador,27.6,94.0,3.7800000000000002,No óptima - Baja humedad o extremo temp
2025-05-17,6,San Salvador,18.0,95.0,3.9600000000000004,No óptima - Baja humedad o extremo temp
2025-05-17,12,San Salvador,26.6,78.0,6.84,Buena para Maíz/Frijol
2025-05-17,18,San Salvador,23.7,82.0,3.06,Buena para Maíz/Frijol
2025-05-18,0,San Salvador,28.2,98.0,0.54,No óptima - Baja humedad o extremo temp
2025-05-18,6,Chalatenango,28.7,81.0,10.26,Buena para Maíz/Frijol
2025-05-18,12,San Miguel,23.3,57.0,13.14,No óptima - Baja humedad o extremo temp
2025-05-18,18,San Miguel,34.3,78.0,15.3,No óptima - Baja humedad o extremo temp
2025-05-19,0,Sonsonate,31.2,75.0,4.32,No óptima - Baja humedad o extremo temp
2025-05-19,6,San Salvador,20.5,66.0,5.58,Buena para Maíz/Frijol
2025-05-19,12,Chalatenango,25.3,91.0,7.38,No óptima - Baja humedad o extremo temp
2025-05-19,18,La Libertad,27.0,74.0,3.42,Buena para Maíz/Frijol
2025-05-20,0,San Salvador,21.9,73.0,0.7200000000000001,Buena para Maíz/Frijol
2025-05-20,6,Sonsonate,24.1,81.0,7.02,Buena para Maíz/Frijol
2025-05-20,12,La Libertad,28.8,78.0,10.8,Buena para Maíz/Frijol
2025-05-20,18,San Miguel,23.0,86.0,0.9,Buena para Maíz/Frijol
2025-05-21,0,San Salvador,25.3,92.0,0.54,No óptima - Baja humedad o extremo temp
2025-05-21,6,La Libertad,21.2,71.0,1.62,Buena para Maíz/Frijol
2025-05-21,12,Chalatenango,29.7,81.0,0.54,Buena para Maíz/Frijol
2025-05-21,18,San Miguel,22.1,76.0,14.22,Buena para Maíz/Frijol
2025-05-22,0,San Salvador,31.8,91.0,4.14,No óptima - Baja humedad o extremo temp
2025-05-22,6,Usulután,24.7,88.0,4.32,Buena para Maíz/Frijol
2025-05-22,12,San Salvador,24.6,93.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-05-22,18,San Miguel,21.9,75.0,1.62,Buena para Maíz/Frijol
2025-05-23,0,Sonsonate,25.4,98.0,1.8,No óptima - Baja humedad o extremo temp
2025-05-23,6,San Salvador,28.2,82.0,11.700000000000001,Buena para Maíz/Frijol
2025-05-23,12,San Salvador,29.5,89.0,1.9800000000000002,Buena para Maíz/Frijol
2025-05-23,18,Santa Ana,28.1,88.0,7.38,Buena para Maíz/Frijol
2025-05-24,0,San Miguel,24.9,72.0,0.9,Buena para Maíz/Frijol
2025-05-24,6,La Libertad,27.5,86.0,0.9,Buena para Maíz/Frijol
2025-05-24,12,La Libertad,24.8,100.0,5.760000000000001,No óptima - Baja humedad o extremo temp
2025-05-24,18,Chalatenango,27.8,72.0,3.6,Buena para Maíz/Frijol
2025-05-25,0,Usulután,19.4,86.0,21.240000000000002,No óptima - Baja humedad o extremo temp
2025-05-25,6,San Salvador,26.5,88.0,0.18000000000000002,Buena para Maíz/Frijol
2025-05-25,12,Chalatenango,25.1,81.0,5.58,Buena para Maíz/Frijol
2025-05-25,18,San Salvador,23.5,63.0,24.840000000000003,No óptima - Baja humedad o extremo temp
2025-05-26,0,Santa Ana,23.9,74.0,1.8,Buena para Maíz/Frijol
2025-05-26,6,Usulután,34.1,61.0,2.8800000000000003,No óptima - Baja humedad o extremo temp
2025-05-26,12,Santa Ana,25.5,100.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-05-26,18,Sonsonate,27.8,88.0,2.7,Buena para Maíz/Frijol
2025-05-27,0,San Salvador,31.4,88.0,2.16,No óptima - Baja humedad o extremo temp
2025-05-27,6,San Salvador,26.7,73.0,3.7800000000000002,Buena para Maíz/Frijol
2025-05-27,12,San Salvador,28.2,83.0,3.24,Buena para Maíz/Frijol
2025-05-27,18,Santa Ana,27.8,67.0,3.6,Buena para Maíz/Frijol
2025-05-28,0,San Salvador,20.5,73.0,3.42,Buena para Maíz/Frijol
2025-05-28,6,Chalatenango,24.7,80.0,1.8,Buena para Maíz/Frijol
2025-05-28,12,San Miguel,25.4,82.0,10.98,Buena para Maíz/Frijol
2025-05-28,18,La Libertad,25.5,84.0,0.36000000000000004,Buena para Maíz/Frijol
2025-05-29,0,San Salvador,30.9,96.0,4.5,No óptima - Baja humedad o extremo temp
2025-05-29,6,San Miguel,28.0,72.0,15.659999999999998,Buena para Maíz/Frijol
2025-05-29,12,San Miguel,21.7,80.0,1.4400000000000002,Buena para Maíz/Frijol
2025-05-29,18,San Salvador,25.2,58.0,5.760000000000001,No óptima - Baja humedad o extremo temp
2025-05-30,0,La Libertad,26.5,81.0,7.5600000000000005,Buena para Maíz/Frijol
2025-05-30,6,Usulután,32.1,80.0,2.16,No óptima - Baja humedad o extremo temp
2025-05-30,12,Sonsonate,27.5,85.0,2.16,Buena para Maíz/Frijol
2025-05-30,18,La Libertad,27.6,86.0,6.66,Buena para Maíz/Frijol
2025-05-31,0,San Salvador,23.5,87.0,3.7800000000000002,Buena para Maíz/Frijol
2025-05-31,6,Santa Ana,26.5,73.0,3.7800000000000002,Buena para Maíz/Frijol
2025-05-31,12,Chalatenango,24.7,95.0,0.54,No óptima - Baja humedad o extremo temp
2025-05-31,18,Usulután,23.3,65.0,3.06,Buena para Maíz/Frijol
2025-06-01,0,La Libertad,25.2,76.0,2.8800000000000003,Buena para Maíz/Frijol
2025-06-01,6,San Miguel,28.7,77.0,3.7800000000000002,Buena para Maíz/Frijol
2025-06-01,12,Chalatenango,23.3,76.0,2.8800000000000003,Buena para Maíz/Frijol
2025-06-01,18,Usulután,29.7,71.0,1.26,Buena para Maíz/Frijol
2025-06-02,0,La Libertad,29.3,80.0,7.38,Buena para Maíz/Frijol
2025-06-02,6,La Libertad,18.7,99.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
2025-06-02,12,San Miguel,28.3,86.0,11.520000000000001,Buena para Maíz/Frijol
2025-06-02,18,Sonsonate,18.9,72.0,16.740000000000002,No óptima - Baja humedad o extremo temp
2025-06-03,0,San Salvador,36.0,97.0,9.54,No óptima - Baja humedad o extremo temp
2025-06-03,6,Sonsonate,33.5,78.0,5.4,No óptima - Baja humedad o extremo temp
2025-06-03,12,San Salvador,36.0,77.0,3.6,No óptima - Baja humedad o extremo temp
2025-06-03,18,San Salvador,20.0,83.0,2.7,Buena para Maíz/Frijol
2025-06-04,0,Santa Ana,32.5,76.0,1.4400000000000002,No óptima - Baja humedad o extremo temp
2025-06-04,6,Santa Ana,32.5,100.0,6.12,No óptima - Baja humedad o extremo temp
2025-06-04,12,La Libertad,29.0,63.0,8.64,Buena para Maíz/Frijol
2025-06-04,18,San Salvador,30.9,69.0,1.08,No óptima - Baja humedad o extremo temp
2025-06-05,0,La Libertad,21.4,76.0,6.84,Buena para Maíz/Frijol
2025-06-05,6,La Libertad,26.4,91.0,0.36000000000000004,No óptima - Baja humedad o extremo temp
2025-06-05,12,Santa Ana,24.4,90.0,4.86,Buena para Maíz/Frijol
2025-06-05,18,Chalatenango,25.5,87.0,20.7,No óptima - Baja humedad o extremo temp
2025-06-06,0,San Salvador,19.0,70.0,5.22,No óptima - Baja humedad o extremo temp
2025-06-06,6,Chalatenango,27.5,81.0,4.5,Buena para Maíz/Frijol
2025-06-06,12,Sonsonate,27.0,100.0,1.9800000000000002,No óptima - Baja humedad o extremo temp
2025-06-06,18,Usulután,23.8,89.0,5.760000000000001,Buena para Maíz/Frijol
2025-06-07,0,San Salvador,30.0,67.0,6.84,Buena para Maíz/Frijol
2025-06-07,6,San Miguel,25.0,82.0,7.920000000000001,Buena para Maíz/Frijol
2025-06-07,12,Sonsonate,32.0,80.0,7.2,No óptima - Baja humedad o extremo temp
2025-06-07,18,Santa Ana,25.9,78.0,7.38,Buena para Maíz/Frijol
2025-06-08,0,Usulután,20.3,88.0,6.48,Buena para Maíz/Frijol
2025-06-08,6,Chalatenango,29.0,81.0,0.18000000000000002,Buena para Maíz/Frijol
2025-06-08,12,San Miguel,27.6,86.0,3.9600000000000004,Buena para Maíz/Frijol
2025-06-08,18,San Miguel,20.8,84.0,3.6,Buena para Maíz/Frijol
2025-06-09,0,Santa Ana,27.3,86.0,18.18,Buena para Maíz/Frijol
2025-06-09,6,Santa Ana,24.4,70.0,7.02,Buena para Maíz/Frijol
2025-06-09,12,San Salvador,28.3,72.0,2.8800000000000003,Buena para Maíz/Frijol
2025-06-09,18,Sonsonate,23.6,73.0,0.9,Buena para Maíz/Frijol
2025-06-10,0,San Salvador,32.0,86.0,4.5,No óptima - Baja humedad o extremo temp
2025-06-10,6,San Salvador,28.4,85.0,0.18000000000000002,Buena para Maíz/Frijol
2025-06-10,12,Chalatenango,23.7,71.0,4.14,Buena para Maíz/Frijol
2025-06-10,18,San Salvador,27.0,87.0,9.360000000000001,Buena para Maíz/Frijol
2025-06-11,0,San Salvador,31.6,69.0,0.7200000000000001,No óptima - Baja humedad o extremo temp
